title,district_name,open_date,house_type,decoration,min_frame_area,max_frame_area,converged_rooms,tags,longitude,latitude,average_price
景瑞路劲海逸翠廷,余杭,2020/12/27,住宅,精装修,89,125,"3室:89-98㎡,4室:125㎡","视频看房,品牌房企,绿化率高",120.178603,30.389026,23000
绿城桂语映月,富阳,2020/11/29,住宅,精装修,89,120,"3室:89-103㎡,4室:120㎡",,119.983449,30.160529,20563
金科博翠碧蓝湾,江干,2020/12/09,别墅,毛坯,179,179,4室:179㎡,"地铁沿线,配套齐全,购物方便,医疗配套",120.240101,30.300995,47300
东湖尚府,余杭,2020/08/27,住宅,毛坯,184,184,4室:184㎡,贴心物业,120.305363,30.392672,25000
滨江翠语华庭,萧山,2020/12/14,住宅,精装修,106,125,"3室:106㎡,4室:125㎡","品牌房企,绿化率高,小型社区",120.245219,30.208323,37500
金地滨与城,萧山,2021/01/20,住宅,精装修,89,95,3室:89-95㎡,"品牌房企,低密居所",120.19603,30.026544,16100
滨江沁语晓庭,拱墅,2020/12/26,住宅,精装修,98,113,"3室:98-103㎡,4室:113㎡",品牌房企,120.171909,30.357747,34000
三盛大家·汝悦美境府,萧山,2021/04/24,住宅,精装修,98,108,3室:98-108㎡,"成熟商圈,亲子乐园,视频看房,品牌房企",120.289893,30.224437,33500
憬天国际名座,萧山,2018/04/29,商业类,精装修,46,46,1室:46㎡,"地铁沿线,公交直达,成熟商圈,配套齐全",120.291403,30.149166,16850
钱塘大观,滨江,2017/06/26,住宅,毛坯,0,0,,"地铁沿线,公交直达,配套齐全,购物方便",120.140112,30.189535,28000
新世纪建材装饰市场,萧山,2018/04/25,商业,毛坯,0,0,,"地铁沿线,公交直达,成熟商圈,配套齐全",120.293643,30.207994,23000
大江东宝龙广场,钱塘新区,2018/11/01,住宅,精装修,127,210,"3室:127㎡,4室:210㎡","公交直达,购物方便,超市,医疗配套",120.500219,30.309134,16200
东渡酩悦,江干,2018/09/28,商业类,精装修,51,51,3室:51㎡,"地铁沿线,多轨交汇,配套齐全,购物方便",120.225067,30.298826,40000
